wallTime,elapsed,local,requested,repeated,count,kind,x,y,z,fx,fy,fz,duration,remaining,radius,owner,first,second,split,cycle,process
63925005562.7704,7.278778,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.8201,7.338768,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.8701,7.398758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.9363,7.458748,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005562.9874,7.518738,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.0371,7.558731,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.1028,7.618721,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.1541,7.678711,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.22,7.738701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.2873,7.818687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.3542,7.878677,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.4209,7.938667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.4709,7.998657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.5375,8.038651,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.6036,8.09864,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.6531,8.15863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.7209,8.21862,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.7869,8.298607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.8364,8.3386,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.8872,8.39859,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005563.9536,8.478577,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.0199,8.538567,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.0866,8.618553,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.1367,8.658546,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.204,8.718536,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.254,8.778526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.3207,8.838516,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.3711,8.898506,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.4202,8.938499,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.4873,9.018486,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.5539,9.078476,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.6211,9.138466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.6877,9.218452,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.7537,9.278442,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.821,9.318436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.8877,9.398422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
63925005564.9543,9.458412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50268
